"unlist.xx."
"1772631_at"	"YLR073C"
"1772632_at"	"YDR429C"
"1772635_at"	"YNL314W"
"1772637_at"	"YIL041W"
"1772638_at"	"YLR344W"
"1772640_at"	"YJR112W-A"
"1772642_at"	"YLR312C"
"1772643_at"	"YHR039C-A"
"1772646_at"	"YEL017W"
"1772647_at"	"YDR018C"
"1772648_at"	"YIL046W"
"1772651_at"	"YDR222W"
"1772654_at"	"YBL082C"
"1772658_at"	"YOR020C"
"1772665_at"	"YPL125W"
"1772670_at"	"YIL017C"
"1772671_at"	"YPR166C"
"1772672_at"	"YBR106W"
"1772674_at"	"YFL018C"
"1772675_at"	"YBR245C"
"1772676_at"	"YHR089C"
"1772677_at"	"YBR286W"
"1772681_s_at1"	"YOR394W"
"1772681_s_at2"	"YPL282C"
"1772682_at"	"YFL009W"
"1772684_at"	"YJL154C"
"1772686_at"	"YOL117W"
"1772687_at"	"YIL105C"
"1772689_at"	"YNL015W"
"1772690_at"	"YGL023C"
"1772692_at"	"YJL163C"
"1772693_at"	"YPL016W"
"1772694_at"	"YKR067W"
"1772696_at"	"YDR086C"
"1772697_at"	"YKL193C"
"1772699_at"	"YOL152W"
"1772700_at"	"YCL050C"
"1772701_at"	"YGL186C"
"1772703_at"	"YML098W"
"1772706_at"	"YNL023C"
"1772709_at"	"YKL138C-A"
"1772710_at"	"YHR167W"
"1772712_at"	"YIL140W"
"1772716_at"	"YNL108C"
"1772718_at"	"YKL080W"
"1772719_at"	"YLR397C"
"1772720_at"	"YOL023W"
"1772723_at"	"YNL062C"
"1772726_at"	"YHL035C"
"1772729_at"	"YPR032W"
"1772730_at"	"YLR213C"
"1772731_at"	"YMR224C"
"1772733_at"	"YMR164C"
"1772734_at"	"YNL067W"
"1772736_at"	"YLR245C"
"1772737_s_at"	"YBL111C"
"1772738_at"	"YHR176W"
"1772741_at"	"YDR448W"
"1772742_at"	"YLR048W"
"1772743_at"	"YDR369C"
"1772744_at"	"YCL045C"
"1772748_at"	"YLR262C-A"
"1772749_at"	"YPR084W"
"1772750_at"	"YPR086W"
"1772751_at"	"YBL008W-A"
"1772752_at"	"YHR050W"
"1772753_at"	"YOR083W"
"1772755_at"	"YDL054C"
"1772756_at"	"YGR146C"
"1772763_at"	"YGL250W"
"1772766_at"	"YJL136W-A"
"1772772_at"	"YKL146W"
"1772774_at"	"YOL130W"
"1772778_at"	"YBL078C"
"1772779_at"	"YLR226W"
"1772780_at"	"YNL306W"
"1772781_at"	"YOR056C"
"1772783_at"	"YLR285W"
"1772785_at"	"YER037W"
"1772786_at"	"YBR262C"
"1772790_at"	"YPL170W"
"1772791_at"	"YKR066C"
"1772792_at"	"YDR477W"
"1772793_at"	"YCR065W"
"1772795_at"	"YJR135W-A"
"1772796_at"	"YPL083C"
"1772797_at"	"YNL206C"
"1772802_at"	"YLL004W"
"1772804_at"	"YML101C"
"1772805_at"	"YGR090W"
"1772806_at"	"YOL138C"
"1772807_at"	"YOR381W-A"
"1772809_at"	"YIL030C"
"1772810_at"	"YKR090W"
"1772812_at"	"YPL006W"
"1772813_at"	"YOL155C"
"1772816_at"	"YDR499W"
"1772817_at"	"YGR159C"
"1772819_at"	"YGL131C"
"1772820_at"	"YFL013C"
"1772821_at"	"YBL034C"
"1772824_at"	"YDR169C"
"1772826_at"	"YKR063C"
"1772827_at"	"YDL201W"
"1772828_at"	"YMR014W"
"1772830_at"	"YGR199W"
"1772831_at"	"YFR022W"
"1772832_at"	"YFR009W"
"1772833_at"	"YIR033W"
"1772837_at"	"YBR173C"
"1772838_at"	"YOR120W"
"1772839_at"	"YDR315C"
"1772846_at"	"YKL203C"
"1772847_at"	"YKL172W"
"1772848_at"	"YAL028W"
"1772850_at"	"YJR008W"
"1772852_at"	"YBR033W"
"1772853_at"	"YMR319C"
"1772854_at"	"YOL017W"
"1772855_at"	"YNL249C"
"1772856_at"	"YKL204W"
"1772857_at1"	"YER102W"
"1772857_at2"	"YBL072C"
"1772863_at"	"YMR053C"
"1772864_at"	"YKR100C"
"1772865_at"	"YOL128C"
"1772868_at"	"YPL042C"
"1772870_at"	"YNR012W"
"1772871_at"	"YDR291W"
"1772873_at"	"YGR288W"
"1772874_at"	"YOR010C"
"1772875_at"	"YDR012W"
"1772876_at"	"YGL022W"
"1772880_at"	"YMR095C"
"1772882_at"	"YNR016C"
"1772883_at"	"YBL013W"
"1772884_at"	"YPR013C"
"1772887_at"	"YGL198W"
"1772888_at"	"YLL048C"
"1772890_at"	"YNL190W"
"1772891_at"	"YMR171C"
"1772892_at"	"YBL024W"
"1772893_at"	"YJL019W"
"1772894_at"	"YBL097W"
"1772896_at"	"YJL055W"
"1772901_at"	"YHR003C"
"1772902_at"	"YLL006W-A"
"1772903_at"	"YOR034C"
"1772907_at"	"YNR034W"
"1772910_at"	"YLL052C"
"1772915_at"	"YAL054C"
"1772916_at"	"YNR057C"
"1772919_at"	"YHR156C"
"1772920_at"	"YDR236C"
"1772921_at"	"YLR352W"
"1772923_at"	"YDR117C"
"1772925_at"	"YNR011C"
"1772928_at"	"YLR098C"
"1772930_at"	"YDR372C"
"1772933_at"	"YOR147W"
"1772934_at"	"YBR269C"
"1772935_at"	"YHR199C-A"
"1772939_at"	"YOR168W"
"1772940_at"	"YNL001W"
"1772942_at"	"YFR005C"
"1772944_at"	"YOR316C-A"
"1772945_at"	"YBR230W-A"
"1772946_at"	"YEL052W"
"1772947_at1"	"YMR242C"
"1772947_at2"	"YOR312C"
"1772948_at"	"YEL055C"
"1772949_at"	"YIL046W-A"
"1772950_at"	"YDL213C"
"1772952_at"	"YJR013W"
"1772955_at"	"YBR062C"
"1772958_at"	"YGR052W"
"1772959_at"	"YBR213W"
"1772962_at"	"YFR008W"
"1772963_at"	"YOR172W"
"1772965_at"	"YKR077W"
"1772967_at"	"YDR356W"
"1772968_at"	"YJL187C"
"1772969_at"	"YPL168W"
"1772970_at"	"YPR045C"
"1772972_at"	"YMR219W"
"1772973_at"	"YJL206C"
"1772974_at"	"YJL057C"
"1772975_at"	"YNL178W"
"1772976_at"	"YBR164C"
"1772977_at"	"YGL004C"
"1772978_at"	"YDR430C"
"1772981_at"	"YHR154W"
"1772983_at"	"YCR099C"
"1772985_at"	"YBR239C"
"1772986_at"	"YDR219C"
"1772992_s_at1"	"YPL278C"
"1772992_s_at2"	"YOR389W"
"1772995_at"	"YOR189W"
"1772997_at"	"YOL151W"
"1772998_at"	"YLR341W"
"1772999_at"	"YMR205C"
"1773001_at"	"YIL092W"
"1773002_at"	"YMR236W"
"1773003_at"	"YLL013C"
"1773010_at"	"YPL005W"
"1773015_at"	"YER109C"
"1773019_at1"	"YNL031C"
"1773019_at2"	"YBR010W"
"1773020_at"	"YIL108W"
"1773022_at"	"YLR418C"
"1773023_at"	"YDR512C"
"1773028_at"	"YJR113C"
"1773030_at"	"YGR041W"
"1773034_at"	"YCR048W"
"1773035_at"	"YJL008C"
"1773043_at"	"YPR071W"
"1773044_at"	"YLR055C"
"1773046_at"	"YNL196C"
"1773047_at"	"YMR158C-A"
"1773050_at"	"YGL215W"
"1773052_at"	"YEL029C"
"1773053_at"	"YER154W"
"1773055_at"	"YDL067C"
"1773056_at"	"YOL019W"
"1773057_at"	"YLR383W"
"1773058_at"	"YKR027W"
"1773059_at"	"YGL124C"
"1773060_at"	"YER046W"
"1773061_s_at"	"YIL169C"
"1773062_at"	"YBR003W"
"1773063_at"	"YMR304W"
"1773065_at"	"YDR319C"
"1773066_at"	"YDL117W"
"1773071_at"	"YPR156C"
"1773073_at"	"YOR306C"
"1773075_at"	"YGR281W"
"1773078_at"	"YGR262C"
"1773085_at"	"YOR040W"
"1773086_at"	"YDR165W"
"1773088_at"	"YMR229C"
"1773089_at"	"YMR058W"
"1773091_at1"	"YFR031C-A"
"1773091_at2"	"YIL018W"
"1773092_at"	"YPL105C"
"1773093_at"	"YPL208W"
"1773094_at"	"YBR081C"
"1773096_at"	"YLR081W"
"1773097_at"	"YBR183W"
"1773099_at"	"YNL132W"
"1773101_at"	"YPL214C"
"1773102_at"	"YKL130C"
"1773104_s_at"	"YBL005W-A"
"1773105_at"	"YNR035C"
"1773106_at"	"YMR077C"
"1773107_at"	"YPL234C"
"1773109_at"	"YKR034W"
"1773110_at"	"YMR264W"
"1773112_at"	"YPL032C"
"1773117_at"	"YHR037W"
"1773118_at"	"YML080W"
"1773120_at"	"YER095W"
"1773122_at"	"YLL043W"
"1773123_at"	"YBR243C"
"1773124_at"	"YDR179W-A"
"1773125_at"	"YGR283C"
"1773126_at"	"YNL146C-A"
"1773127_at"	"YPL152W"
"1773128_at"	"YNL229C"
"1773129_at"	"YLL002W"
"1773132_at"	"YOR126C"
"1773134_at"	"YMR089C"
"1773135_at"	"YPL054W"
"1773136_at"	"YOR291W"
"1773138_at"	"YPR190C"
"1773139_at"	"YCL057W"
"1773140_s_at"	"YDR038C"
"1773141_at"	"YOR002W"
"1773143_at"	"YJL038C"
"1773145_s_at"	"YGR109W-A"
"1773147_at"	"YLR069C"
"1773148_at"	"YNR010W"
"1773150_at"	"YNL063W"
"1773151_at"	"YLR295C"
"1773153_at"	"YDR034C"
"1773154_at"	"YOL010W"
"1773157_at"	"YFL026W"
"1773158_at"	"YOR359W"
"1773159_s_at"	"YDR261W-B"
"1773160_at"	"YNL250W"
"1773161_at"	"YJL096W"
"1773162_at"	"YJL079C"
"1773165_at"	"YDR367W"
"1773166_at"	"YDR307W"
"1773168_at"	"YGL162W"
"1773170_at"	"YGL040C"
"1773171_at"	"YPL173W"
"1773172_at"	"YJL124C"
"1773173_at"	"YFR051C"
"1773176_at"	"YGR227W"
"1773177_at"	"YIL016W"
"1773179_at"	"YBR055C"
"1773180_at"	"YBL107C"
"1773181_at"	"YML078W"
"1773182_at"	"YOL123W"
"1773183_at"	"YIR019C"
"1773187_at"	"YMR106C"
"1773191_at"	"YDL170W"
"1773194_at"	"YOR297C"
"1773195_at"	"YBL060W"
"1773196_at"	"YLR200W"
"1773197_at"	"YDR034C-A"
"1773198_at"	"YMR122W-A"
"1773203_at"	"YOR278W"
"1773204_at"	"YAL027W"
"1773206_at"	"YBR259W"
"1773207_at"	"YNL244C"
"1773208_at"	"YHR077C"
"1773209_at"	"YNL261W"
"1773210_at"	"YNR052C"
"1773212_at"	"YBR167C"
"1773214_at"	"YGR005C"
"1773218_at"	"YJL099W"
"1773219_at"	"YGL164C"
"1773225_at"	"YOR292C"
"1773227_at"	"YDR437W"
"1773228_at"	"YPR047W"
"1773229_at"	"YMR172W"
"1773230_at"	"YOL059W"
"1773231_at"	"YJL033W"
"1773233_at"	"YGL212W"
"1773234_at"	"YER079W"
"1773235_at"	"YLR460C"
"1773240_at"	"YHL022C"
"1773241_at"	"YER180C"
"1773244_at"	"YIR002C"
"1773250_at"	"YBR129C"
"1773253_at"	"YDR130C"
"1773254_at"	"YKL209C"
"1773255_at"	"YGR008C"
"1773256_at"	"YMR144W"
"1773257_at"	"YHR001W-A"
"1773258_at"	"YDR060W"
"1773261_at"	"YIL079C"
"1773262_at"	"YMR140W"
"1773267_at"	"YOL069W"
"1773268_at"	"YPL118W"
"1773271_at"	"YOR384W"
"1773272_at"	"YDR341C"
"1773273_at"	"YBL015W"
"1773275_at"	"YGR116W"
"1773276_at"	"YBR198C"
"1773278_at"	"YHL040C"
"1773279_at"	"YKL212W"
"1773280_at"	"YOR363C"
"1773281_at"	"YGL163C"
"1773282_at"	"YJL014W"
"1773283_at"	"YDL035C"
"1773284_at"	"YJR004C"
"1773285_at"	"YNL090W"
"1773286_at"	"YPR134W"
"1773288_at"	"YPR110C"
"1773290_at"	"YLR014C"
"1773291_at"	"YHL012W"
"1773292_at"	"YGR034W"
"1773293_at"	"YHR214C-E"
"1773295_at"	"YNL106C"
"1773300_at"	"YEL026W"
"1773302_at"	"YJR017C"
"1773305_at"	"YLR205C"
"1773306_at"	"YNL293W"
"1773307_at"	"YKL024C"
"1773309_at"	"YPR070W"
"1773311_at"	"YPR103W"
"1773312_at"	"YPL103C"
"1773314_at"	"YBL088C"
"1773315_at"	"YFL056C"
"1773316_at"	"YEL063C"
"1773318_at"	"YBR057C"
"1773321_at"	"YFL041W"
"1773327_at"	"YOL003C"
"1773328_at"	"YKL004W"
"1773329_at"	"YJR073C"
"1773332_at"	"YBR037C"
"1773333_at"	"YJL076W"
"1773337_at"	"YFR044C"
"1773339_at"	"YKR018C"
"1773340_at"	"YOL041C"
"1773341_at"	"YMR105W-A"
"1773342_at"	"YGR202C"
"1773343_at"	"YPR066W"
"1773344_at"	"YER144C"
"1773345_at"	"YDR032C"
"1773348_at"	"YBR137W"
"1773349_at"	"YJL115W"
"1773352_at"	"YPL060W"
"1773353_at"	"YER165W"
"1773354_at"	"YOL027C"
"1773355_at"	"YFR011C"
"1773356_at"	"YNL142W"
"1773359_at"	"YKL100C"
"1773360_at"	"YMR192W"
"1773361_at"	"YPL024W"
"1773362_at"	"YBR282W"
"1773363_x_at"	"YLL066W-B"
"1773369_at"	"YML086C"
"1773370_at"	"YKL201C"
"1773375_at"	"YJR069C"
"1773376_at"	"YMR133W"
"1773377_at"	"YIL117C"
"1773378_at"	"YEL066W"
"1773379_at"	"YLL032C"
"1773382_at"	"YFR018C"
"1773383_at"	"YER169W"
"1773385_at"	"YJL072C"
"1773386_at"	"YML087C"
"1773389_at"	"YLR382C"
"1773393_at"	"YGL073W"
"1773395_at"	"YIL164C"
"1773397_at"	"YDR398W"
"1773399_at"	"YOR221C"
"1773404_at"	"YPR056W"
"1773409_at"	"YPL077C"
"1773412_at"	"YAR007C"
"1773413_at"	"YDR150W"
"1773415_at"	"YFR017C"
"1773420_at"	"YMR147W"
"1773423_at"	"YOR183W"
"1773424_at"	"YER182W"
"1773425_at"	"YER014W"
"1773426_at"	"YNL298W"
"1773427_at"	"YLR367W"
"1773429_at"	"YDL137W"
"1773430_at"	"YDR376W"
"1773431_at"	"YML129C"
"1773433_at"	"YPL183W-A"
"1773434_at"	"YPL106C"
"1773436_x_at"	"YLR037C"
"1773444_at"	"YFR015C"
"1773445_at"	"YGR263C"
"1773449_at"	"YEL064C"
"1773450_at"	"YLR094C"
"1773454_at"	"YHR171W"
"1773457_at"	"YDL215C"
"1773459_at"	"YDR101C"
"1773460_at"	"YER162C"
"1773461_at"	"YML115C"
"1773464_at"	"YOR044W"
"1773465_at"	"YLR087C"
"1773469_at"	"YDL186W"
"1773475_at"	"YOR086C"
"1773476_at"	"YMR185W"
"1773477_at"	"YJR119C"
"1773479_at"	"YLR423C"
"1773480_at"	"YKL013C"
"1773482_at"	"YJL044C"
"1773483_at"	"YBR004C"
"1773484_at"	"YBR049C"
"1773486_at"	"YER063W"
"1773490_at"	"YOL080C"
"1773491_at"	"YJL092W"
"1773493_at"	"YBR230C"
"1773494_at"	"YOR376W-A"
"1773497_at"	"YNL269W"
"1773498_at"	"YJR010W"
"1773500_at"	"YOR012W"
"1773501_at"	"YOL081W"
"1773506_at"	"YLR173W"
"1773507_at"	"YOR214C"
"1773508_at"	"YOR148C"
"1773510_at"	"YDR471W"
"1773511_at"	"YDR259C"
"1773513_at"	"YNL098C"
"1773514_at"	"YLR385C"
"1773515_at"	"YCR005C"
"1773519_at"	"YOL002C"
"1773520_at"	"YDR514C"
"1773521_at"	"YGR112W"
"1773522_at"	"YBR250W"
"1773524_at"	"YMR281W"
"1773525_at"	"YDL128W"
"1773528_at"	"YOR205C"
"1773529_at"	"YCR037C"
"1773531_at"	"YKR055W"
"1773538_at"	"YCR028C-A"
"1773539_at"	"YGL005C"
"1773540_at"	"YDR300C"
"1773541_at"	"YDL138W"
"1773545_at"	"YMR107W"
"1773546_at"	"YOR381W"
"1773547_at"	"YJR049C"
"1773548_at"	"YJR048W"
"1773552_at"	"YBL041W"
"1773553_at"	"YDL161W"
"1773559_at"	"YMR284W"
"1773560_at"	"YBL033C"
"1773561_at"	"YGL224C"
"1773562_at"	"YNL034W"
"1773564_at"	"YAL036C"
"1773565_at"	"YOL143C"
"1773568_at"	"YOR068C"
"1773573_at"	"YDR508C"
"1773575_at"	"YPR104C"
"1773580_at"	"YKL096W-A"
"1773582_at"	"YGL197W"
"1773585_at"	"YJL046W"
"1773586_at"	"YGL082W"
"1773587_at"	"YPR021C"
"1773588_at"	"YLR004C"
"1773589_at"	"YBL007C"
"1773590_at"	"YDR071C"
"1773591_at"	"YMR199W"
"1773593_at"	"YBL020W"
"1773594_at"	"YBR298C"
"1773597_at"	"YDR313C"
"1773600_at"	"YIL074C"
"1773602_at"	"YOR046C"
"1773605_at"	"YNL175C"
"1773607_at"	"YJL141C"
"1773608_at"	"YLR307W"
"1773610_at"	"YJR060W"
"1773611_at"	"YPL184C"
"1773612_at"	"YPL240C"
"1773613_at"	"YJL212C"
"1773614_at"	"YNR013C"
"1773617_at"	"YCL001W-A"
"1773619_at"	"YGR082W"
"1773620_at"	"YGL050W"
"1773621_at"	"YDL004W"
"1773622_at"	"YOL009C"
"1773623_at"	"YNL283C"
"1773627_at"	"YPL030W"
"1773628_at"	"YIL135C"
"1773630_at"	"YHR185C"
"1773631_at"	"YOL026C"
"1773633_at"	"YBR202W"
"1773635_at"	"YMR165C"
"1773636_at"	"YHL025W"
"1773637_at"	"YLR440C"
"1773639_at"	"YDL099W"
"1773640_at"	"YDR046C"
"1773641_x_at1"	"YGL261C"
"1773641_x_at2"	"YAL068C"
"1773643_at"	"YDL030W"
"1773644_at"	"YKL114C"
"1773645_at"	"YDL217C"
"1773646_at"	"YDL240W"
"1773648_at"	"YDL130W"
"1773649_at"	"YBR021W"
"1773650_at"	"YOL038W"
"1773653_at"	"YDR463W"
"1773654_at"	"YPR180W"
"1773656_at"	"YCL056C"
"1773657_at"	"YBR146W"
"1773658_at"	"YKR065C"
"1773660_at"	"YEL060C"
"1773662_at"	"YGR066C"
"1773664_at"	"YFL033C"
"1773666_at"	"YHR034C"
"1773667_at"	"YHR043C"
"1773668_at"	"YOR115C"
"1773669_at"	"YOR004W"
"1773670_at"	"YOR009W"
"1773671_at"	"YLR407W"
"1773672_at"	"YNL154C"
"1773673_at"	"YPR176C"
"1773674_at"	"YGR273C"
"1773675_at"	"YER042W"
"1773677_at"	"YJL012C"
"1773678_at"	"YOR093C"
"1773680_at"	"YGR086C"
"1773681_at"	"YBR105C"
"1773683_at"	"YMR261C"
"1773684_at"	"YJL103C"
"1773685_at"	"YLR369W"
"1773686_s_at"	"YIL173W"
"1773687_at"	"YPL207W"
"1773688_at"	"YLR446W"
"1773691_at"	"YLR394W"
"1773693_at"	"YBR199W"
"1773695_at"	"YER055C"
"1773696_at"	"YLR008C"
"1773698_at"	"YIR016W"
"1773699_at"	"YOL084W"
"1773702_at"	"YMR118C"
"1773703_at"	"YIL053W"
"1773706_at"	"YOR145C"
"1773707_at"	"YPL239W"
"1773708_at"	"YNL267W"
"1773710_at"	"YJR116W"
"1773712_at"	"YMR153W"
"1773716_at"	"YCL048W"
"1773718_at"	"YOR007C"
"1773719_at"	"YOR206W"
"1773720_at"	"YEL056W"
"1773721_at"	"YBL006C"
"1773722_at"	"YNL186W"
"1773725_at"	"YBR060C"
"1773727_at"	"YFR055W"
"1773728_at"	"YFR014C"
"1773732_at"	"YGR184C"
"1773734_at"	"YKL159C"
"1773737_at"	"YFL055W"
"1773738_at"	"YKR028W"
"1773739_at"	"YHR195W"
"1773741_at"	"YIL064W"
"1773743_at"	"YNL024C-A"
"1773745_at"	"YNL243W"
"1773748_at"	"YHL036W"
"1773749_at"	"YDR456W"
"1773750_at"	"YLR355C"
"1773751_at"	"YDL233W"
"1773758_at"	"YDL194W"
"1773760_at"	"YBL102W"
"1773765_at"	"YBR249C"
"1773766_at"	"YMR215W"
"1773767_at"	"YNL082W"
"1773769_at"	"YHR022C-A"
"1773771_at"	"YHL029C"
"1773772_at"	"YHR081W"
"1773777_at"	"YER038C"
"1773778_at"	"YKL106C-A"
"1773779_at"	"YOR060C"
"1773780_at"	"YGR032W"
"1773783_at"	"YDR497C"
"1773785_at"	"YPR108W"
"1773792_at"	"YIL097W"
"1773800_at"	"YHR101C"
"1773804_at"	"YBR114W"
"1773805_at"	"YJR098C"
"1773807_at"	"YNR036C"
"1773809_at"	"YNL065W"
"1773810_at"	"YGL007C-A"
"1773815_at"	"YGR076C"
"1773816_at"	"YBR244W"
"1773819_at"	"YLR390W-A"
"1773820_x_at"	"YDL061C"
"1773823_at"	"YMR193W"
"1773826_at"	"YBL009W"
"1773827_s_at"	"YHL033C"
"1773828_at"	"YNL066W"
"1773829_at"	"YDL247W"
"1773831_at"	"YMR114C"
"1773832_at"	"YKR060W"
"1773836_at"	"YBR233W"
"1773837_at"	"YLR193C"
"1773838_at"	"YJR035W"
"1773839_at"	"YPL175W"
"1773840_at"	"YOL076W"
"1773841_at"	"YML048W"
"1773842_at"	"YMR016C"
"1773848_at"	"YDR057W"
"1773850_at"	"YNL177C"
"1773853_at"	"YKL008C"
"1773855_at"	"YLR132C"
"1773859_at"	"YBR132C"
"1773863_at"	"YLR354C"
"1773865_at"	"YLR141W"
"1773866_at"	"YOR158W"
"1773870_at"	"YPL023C"
"1773873_at"	"YNR022C"
"1773875_at"	"YDL024C"
"1773879_at"	"YDR110W"
"1773882_at"	"YLR054C"
"1773884_at"	"YOR303W"
"1773885_at"	"YDL085C-A"
"1773886_at"	"YDL127W"
"1773887_at"	"YDL065C"
"1773888_at"	"YAL012W"
"1773889_at"	"YOL131W"
"1773890_at"	"YNL077W"
"1773891_at"	"YOR033C"
"1773892_at"	"YNL119W"
"1773893_at"	"YNL180C"
"1773894_at"	"YLL019C"
"1773899_at"	"YBL063W"
"1773900_at"	"YJR016C"
"1773901_at"	"YDR228C"
"1773902_at"	"YEL001C"
"1773903_at"	"YLR070C"
"1773904_at"	"YLR099W-A"
"1773906_at"	"YIL134C-A"
"1773907_at"	"YCL049C"
"1773910_at"	"YBR091C"
"1773917_at"	"YDR511W"
"1773919_at"	"YLR395C"
"1773922_at"	"YPR067W"
"1773923_at"	"YOR192C"
"1773924_at"	"YJR021C"
"1773926_at"	"YDR371W"
"1773929_at"	"YNL128W"
"1773931_at"	"YBR066C"
"1773935_at"	"YOR193W"
"1773936_at"	"YIL055C"
"1773938_at"	"YKL086W"
"1773939_at"	"YDR108W"
"1773941_at"	"YIL127C"
"1773946_at"	"YNR029C"
"1773948_at"	"YLL008W"
"1773949_at"	"YDL101C"
"1773952_at"	"YJL071W"
"1773953_at"	"YGR193C"
"1773955_at"	"YDR105C"
"1773959_at"	"YPL159C"
"1773960_at1"	"YMR143W"
"1773960_at2"	"YDL083C"
"1773961_at"	"YGR256W"
"1773962_at"	"YCR066W"
"1773963_at"	"YCR087C-A"
"1773966_at"	"YNL093W"
"1773967_at"	"YDL053C"
"1773968_at"	"YOL001W"
"1773969_at"	"YHR082C"
"1773970_s_at"	"YJL219W"
"1773972_at"	"YCL061C"
"1773973_at"	"YLR353W"
"1773974_at"	"YLR273C"
"1773975_at"	"YJL095W"
"1773976_at"	"YBR203W"
"1773977_at"	"YNR028W"
"1773978_at"	"YPR004C"
"1773979_at"	"YDL007W"
"1773980_at"	"YMR066W"
"1773982_at"	"YPL210C"
"1773983_at"	"YLR445W"
"1773984_at"	"YGR271W"
"1773987_at"	"YJL145W"
"1773989_at"	"YJL091C"
"1773992_at"	"YFL037W"
"1773993_at"	"YHR008C"
"1773994_at"	"YGR145W"
"1773995_at"	"YIL061C"
"1773996_at"	"YGL258W"
"1773997_at"	"YMR168C"
"1774000_s_at"	"YDL245C"
"1774003_at"	"YLL066W-B"
"1774005_at"	"YNL155W"
"1774009_at"	"YJL111W"
"1774010_at"	"YGR019W"
"1774011_at"	"YIL107C"
"1774012_at"	"YIR027C"
"1774014_at"	"YKR078W"
"1774015_at"	"YBL066C"
"1774018_at"	"YJL050W"
"1774019_at"	"YMR175W"
"1774022_at"	"YOL158C"
"1774025_at"	"YDL205C"
"1774026_at"	"YGR055W"
"1774027_at"	"YPL190C"
"1774028_at"	"YLR362W"
"1774033_at"	"YPR185W"
"1774035_at"	"YLR002C"
"1774040_at"	"YNL268W"
"1774042_at"	"YPL124W"
"1774045_at"	"YDR098C"
"1774049_at"	"YLR357W"
"1774050_at"	"YGL226C-A"
"1774052_at"	"YDR275W"
"1774053_at"	"YBR271W"
"1774055_at"	"YIL047C"
"1774056_at"	"YMR031C"
"1774057_at"	"YLR345W"
"1774060_at"	"YBL091C-A"
"1774063_at"	"YER078W-A"
"1774064_at"	"YDL121C"
"1774066_at"	"YCR030C"
"1774069_at"	"YOR097C"
"1774070_at"	"YMR303C"
"1774071_at"	"YPL237W"
"1774072_at"	"YJR095W"
"1774074_s_at"	"YCL069W"
"1774079_at"	"YGL129C"
"1774080_at"	"YMR278W"
"1774081_at"	"YOL126C"
"1774082_at"	"YFR021W"
"1774083_at"	"YEL019C"
"1774084_at"	"YDR123C"
"1774085_at"	"YJL178C"
"1774086_at"	"YPR094W"
"1774087_at"	"YDL239C"
"1774090_at"	"YOR262W"
"1774091_at"	"YDR017C"
"1774092_at"	"YML043C"
"1774093_at"	"YJR001W"
"1774094_at"	"YDR468C"
"1774095_at"	"YOL025W"
"1774097_at"	"YDR194W-A"
"1774100_at"	"YGL112C"
"1774101_at"	"YNL139C"
"1774102_at"	"YPL244C"
"1774108_at"	"YMR266W"
"1774109_at"	"YOL072W"
"1774110_at"	"YPL228W"
"1774111_at"	"YMR012W"
"1774112_at"	"YPL155C"
"1774113_at"	"YGR030C"
"1774116_at"	"YIL003W"
"1774117_at"	"YOL092W"
"1774119_at"	"YJL047C"
"1774121_at"	"YBR005W"
"1774122_at"	"YOR388C"
"1774125_at"	"YNR032W"
"1774126_at"	"YDR148C"
"1774129_at"	"YNL195C"
"1774130_at"	"YPL140C"
"1774134_at"	"YAR015W"
"1774137_at"	"YEL039C"
"1774138_at"	"YJR065C"
"1774139_at"	"YOL044W"
"1774142_at"	"YDR309C"
"1774145_at"	"YDR310C"
"1774146_at"	"YNL136W"
"1774147_at"	"YPL009C"
"1774148_at"	"YMR074C"
"1774149_at"	"YPL003W"
"1774150_at"	"YLR386W"
"1774151_at"	"YNL219C"
"1774152_at"	"YPL091W"
"1774154_at"	"YNL304W"
"1774156_at"	"YMR029C"
"1774157_at"	"YMR271C"
"1774158_at"	"YNL074C"
"1774160_at"	"YER027C"
"1774161_at"	"YOR122C"
"1774162_at"	"YGR111W"
"1774163_at"	"YKL096C-B"
"1774166_at"	"YPL021W"
"1774167_at"	"YAR033W"
"1774169_at"	"YMR307W"
"1774170_at"	"YLR221C"
"1774171_at"	"YLR459W"
"1774172_at"	"YNL006W"
"1774173_at"	"YNL330C"
"1774174_at"	"YLR448W"
"1774175_at"	"YNR054C"
"1774176_at"	"YLR028C"
"1774177_at"	"YNL144C"
"1774180_at"	"YBL026W"
"1774181_at"	"YGR002C"
"1774184_at"	"YCR061W"
"1774186_at"	"YHR066W"
"1774192_at"	"YOL045W"
"1774194_at"	"YPL177C"
"1774195_at"	"YGR247W"
"1774196_at"	"YGR098C"
"1774200_at"	"YPL137C"
"1774204_at"	"YCL017C"
"1774207_at"	"YGL141W"
"1774209_at"	"YPR171W"
"1774211_at"	"YML028W"
"1774218_at"	"YKR082W"
"1774219_at"	"YIR035C"
"1774220_at"	"YHL034C"
"1774221_at"	"YNL125C"
"1774222_at"	"YKR074W"
"1774223_at"	"YMR290C"
"1774224_at"	"YDR221W"
"1774225_at"	"YCL057C-A"
"1774226_at"	"YGR012W"
"1774227_at"	"YFR042W"
"1774229_at"	"YKL214C"
"1774230_at"	"YMR272W-B"
"1774231_at"	"YGL061C"
"1774234_at"	"YDR183W"
"1774236_at"	"YMR006C"
"1774237_at"	"YJR072C"
"1774239_at"	"YGR079W"
