"unlist.xx."
"1779150_at"	"YCL040W"
"1779152_at"	"YGR245C"
"1779153_at"	"YBR237W"
"1779154_s_at1"	"YJR145C"
"1779154_s_at2"	"YHR203C"
"1779155_at"	"YKR029C"
"1779156_x_at1"	"YMR143W"
"1779156_x_at2"	"YDL083C"
"1779157_at"	"YBR150C"
"1779158_at"	"YBL075C"
"1779159_at"	"YOR288C"
"1779160_at"	"YLR220W"
"1779163_at"	"YML112W"
"1779165_s_at"	"YAR009C"
"1779167_at"	"YGL014W"
"1779168_at"	"YLR315W"
"1779169_at"	"YAL025C"
"1779172_at"	"YLR006C"
"1779175_at"	"YOR091W"
"1779176_at"	"YDR373W"
"1779182_at"	"YBR074W"
"1779186_at"	"YMR024W"
"1779191_at"	"YBR283C"
"1779193_at"	"YLR116W"
"1779195_at"	"YMR094W"
"1779196_at"	"YDR394W"
"1779197_at"	"YIL027C"
"1779198_at"	"YOL088C"
"1779199_at"	"YLR263W"
"1779200_at"	"YBL061C"
"1779201_at"	"YER044C"
"1779202_at"	"YGL051W"
"1779207_at"	"YKL068W-A"
"1779211_at"	"YLL057C"
"1779212_at"	"YJL004C"
"1779213_at"	"YFR043C"
"1779214_at"	"YKL073W"
"1779217_at"	"YNL310C"
"1779218_s_at1"	"YBR048W"
"1779218_s_at2"	"YDR025W"
"1779219_at"	"YLR025W"
"1779223_at"	"YML007W"
"1779227_at"	"YJL194W"
"1779232_at"	"YMR068W"
"1779233_s_at1"	"YGL135W"
"1779233_s_at2"	"YPL220W"
"1779234_at"	"YDR329C"
"1779235_at"	"YER060W"
"1779236_at"	"YGL237C"
"1779238_at"	"YDR037W"
"1779242_at"	"YLR425W"
"1779243_at"	"YDR163W"
"1779247_at"	"YAL016W"
"1779249_at"	"YAL059W"
"1779253_at"	"YOR087W"
"1779254_at"	"YCR047C"
"1779256_at"	"YBL042C"
"1779257_at"	"YOR342C"
"1779263_at"	"YDR107C"
"1779265_at"	"YBR071W"
"1779266_at"	"YDL204W"
"1779267_at"	"YER096W"
"1779268_at"	"YHR041C"
"1779270_at"	"YOR299W"
"1779272_at"	"YGL056C"
"1779274_at"	"YOR259C"
"1779275_at"	"YHR104W"
"1779276_at"	"YML034W"
"1779277_at"	"YBR182C"
"1779278_at"	"YBL046W"
"1779279_at"	"YHR023W"
"1779284_at"	"YLR067C"
"1779287_at"	"YNR053C"
"1779289_at"	"YBL074C"
"1779296_at"	"YGR212W"
"1779297_at"	"YMR175W-A"
"1779302_at"	"YIR001C"
"1779304_at"	"YDL141W"
"1779306_at"	"YHR159W"
"1779307_at"	"YBR177C"
"1779309_at"	"YOL058W"
"1779310_at"	"YDR164C"
"1779312_at"	"YCR092C"
"1779313_s_at"	"YEL075C"
"1779316_at"	"YCR079W"
"1779317_at"	"YDR305C"
"1779318_at"	"YDR212W"
"1779319_at"	"YBR152W"
"1779321_at"	"YDR348C"
"1779322_at"	"YDR208W"
"1779324_at"	"YPR143W"
"1779327_at"	"YJR154W"
"1779329_at"	"YDR517W"
"1779330_at"	"YML061C"
"1779331_at"	"YOR198C"
"1779332_at"	"YPR027C"
"1779333_at"	"YLR190W"
"1779334_at"	"YDL219W"
"1779336_at"	"YFL022C"
"1779340_at"	"YJL054W"
"1779343_at"	"YDR333C"
"1779344_at"	"YBR145W"
"1779348_at"	"YPL209C"
"1779349_at"	"YDL102W"
"1779350_at"	"YER018C"
"1779351_at"	"YNL165W"
"1779354_at"	"YBR180W"
"1779355_at"	"YNR070W"
"1779356_at"	"YHR147C"
"1779358_at"	"YOL100W"
"1779360_at"	"YNL256W"
"1779364_at"	"YBR147W"
"1779365_at"	"YML104C"
"1779367_at"	"YOR194C"
"1779369_at"	"YOR134W"
"1779371_at"	"YIR018C-A"
"1779372_at"	"YNL188W"
"1779373_at"	"YPL144W"
"1779377_at"	"YER125W"
"1779379_at"	"YER072W"
"1779380_at"	"YJR064W"
"1779387_at"	"YML079W"
"1779388_at"	"YJR117W"
"1779389_at"	"YPL018W"
"1779393_at"	"YMR026C"
"1779394_at"	"YDL027C"
"1779398_at"	"YAL024C"
"1779399_at"	"YPL274W"
"1779400_at"	"YIL165C"
"1779402_at"	"YPL227C"
"1779403_at"	"YER158C"
"1779404_at"	"YJL061W"
"1779407_at"	"YJR047C"
"1779408_at"	"YBR126C"
"1779410_at"	"YER185W"
"1779411_at"	"YNL325C"
"1779412_at"	"YNR001C"
"1779413_at"	"YNL277W"
"1779414_at"	"YOR305W"
"1779416_at"	"YNL067W-B"
"1779420_at"	"YKL079W"
"1779422_at"	"YJR062C"
"1779423_at"	"YOR242C"
"1779425_at"	"YAL039C"
"1779426_at"	"YDR238C"
"1779431_at"	"YHR035W"
"1779435_at"	"YIR024C"
"1779438_at"	"YJL105W"
"1779440_at"	"YDL124W"
"1779441_at"	"YJL078C"
"1779445_at"	"YDR135C"
"1779446_at"	"YIL102C"
"1779447_at"	"YGR195W"
"1779448_at"	"YMR036C"
"1779450_at"	"YNR014W"
"1779454_at"	"YJL094C"
"1779455_at"	"YLR329W"
"1779459_at"	"YLR272C"
"1779460_at"	"YNL079C"
"1779461_at"	"YOL111C"
"1779462_at"	"YGL151W"
"1779464_at"	"YHL023C"
"1779466_at"	"YHR073W"
"1779467_at"	"YKR102W"
"1779468_at"	"YLR420W"
"1779473_at"	"YDR063W"
"1779475_at"	"YGR231C"
"1779476_at"	"YMR311C"
"1779478_at"	"YGL026C"
"1779479_at"	"YBR043C"
"1779482_at"	"YCL009C"
"1779483_at"	"YGR007W"
"1779484_at"	"YCR107W"
"1779485_at"	"YDR249C"
"1779487_at"	"YJL176C"
"1779489_at"	"YNL037C"
"1779490_at"	"YML058W"
"1779491_at"	"YPL226W"
"1779493_at"	"YOR346W"
"1779494_at"	"YFL011W"
"1779497_at"	"YGL167C"
"1779498_at"	"YLR178C"
"1779503_s_at"	"YFL062W"
"1779506_at"	"YEL040W"
"1779507_at"	"YOR006C"
"1779508_at"	"YNL123W"
"1779509_at"	"YOR284W"
"1779510_at"	"YHR175W-A"
"1779511_at"	"YMR316W"
"1779512_at"	"YBR254C"
"1779514_at"	"YJL122W"
"1779515_at"	"YDR532C"
"1779516_at"	"YOR294W"
"1779517_at"	"YKL221W"
"1779520_at"	"YDL198C"
"1779524_at"	"YOL156W"
"1779525_at"	"YCL031C"
"1779526_at"	"YOR114W"
"1779529_at"	"YOR020W-A"
"1779531_at"	"YKL033W-A"
"1779532_at"	"YJL177W"
"1779533_at"	"YJR042W"
"1779534_at"	"YDR287W"
"1779535_at"	"YNL075W"
"1779536_at"	"YPR051W"
"1779538_at"	"YKL068W"
"1779539_at"	"YLR083C"
"1779541_at"	"YCL036W"
"1779542_at"	"YML069W"
"1779544_at"	"YER127W"
"1779548_at"	"YLR005W"
"1779549_at"	"YOR236W"
"1779550_at"	"YCL016C"
"1779551_at"	"YKL058W"
"1779552_at"	"YOR251C"
"1779553_at"	"YDR257C"
"1779555_at"	"YGR063C"
"1779559_at1"	"YJR094W-A"
"1779559_at2"	"YPR043W"
"1779560_at"	"YHR160C"
"1779561_at"	"YGR207C"
"1779563_at"	"YDR070C"
"1779567_at"	"YLR308W"
"1779568_at"	"YBR050C"
"1779569_at"	"YJR090C"
"1779571_at"	"YGR049W"
"1779572_at"	"YML041C"
"1779573_at"	"YGR261C"
"1779575_at"	"YDR189W"
"1779576_at"	"YGR284C"
"1779577_at"	"YBR196C-A"
"1779578_at"	"YDR059C"
"1779582_at"	"YGR057C"
"1779583_at"	"YIL060W"
"1779584_at"	"YPL242C"
"1779586_at"	"YIL106W"
"1779589_at"	"YDL146W"
"1779590_at"	"YKR008W"
"1779591_at"	"YKR011C"
"1779593_at"	"YOR377W"
"1779594_at"	"YPL120W"
"1779597_at"	"YKL184W"
"1779599_at"	"YDL075W"
"1779601_at"	"YHR199C"
"1779604_at"	"YGL148W"
"1779605_at"	"YCL008C"
"1779609_at"	"YER143W"
"1779613_at"	"YLL060C"
"1779615_at"	"YBR092C"
"1779618_at"	"YJL110C"
"1779620_at"	"YEL073C"
"1779623_at"	"YCR068W"
"1779625_at"	"YBR030W"
"1779626_at"	"YHR132W-A"
"1779627_at"	"YHR079C-A"
"1779628_at"	"YDR033W"
"1779631_at"	"YDL132W"
"1779632_at"	"YGL137W"
"1779633_at"	"YDL188C"
"1779635_at"	"YBR227C"
"1779638_at"	"YLR227C"
"1779639_at"	"YOL062C"
"1779643_at"	"YDR035W"
"1779645_at"	"YNL112W"
"1779649_at"	"YMR201C"
"1779652_at"	"YOR103C"
"1779654_s_at"	"YMR321C"
"1779656_at"	"YCR028C"
"1779660_at"	"YLR174W"
"1779662_at"	"YAL019W"
"1779663_at"	"YHR174W"
"1779664_at"	"YJL112W"
"1779665_at"	"YPL174C"
"1779668_at"	"YDR115W"
"1779669_at"	"YMR158W"
"1779674_at"	"YPL063W"
"1779675_at"	"YIL020C"
"1779677_at"	"YDR142C"
"1779679_s_at"	"YAL063C"
"1779680_at"	"YMR310C"
"1779681_at"	"YDR403W"
"1779682_at"	"YJL130C"
"1779684_at"	"YPL039W"
"1779688_at"	"YLR164W"
"1779689_at"	"YML006C"
"1779690_s_at"	"YHL001W"
"1779691_at"	"YER021W"
"1779696_at"	"YLR114C"
"1779697_at"	"YGR134W"
"1779699_at"	"YGR255C"
"1779702_at"	"YGL192W"
"1779703_at"	"YFR010W"
"1779705_at"	"YNL168C"
"1779706_at"	"YBL005W"
"1779710_at"	"YDR482C"
"1779712_at"	"YDR196C"
"1779714_at"	"YNL159C"
"1779716_at"	"YDL097C"
"1779717_at"	"YCR035C"
"1779718_at"	"YPL123C"
"1779720_at"	"YOR119C"
"1779724_at"	"YER128W"
"1779727_at"	"YHR021C"
"1779732_at"	"YPL071C"
"1779734_at"	"YMR217W"
"1779735_at"	"YBR278W"
"1779736_at"	"YER039C-A"
"1779737_at"	"YDL165W"
"1779738_at"	"YER058W"
"1779741_at"	"YKR061W"
"1779745_at"	"YLR435W"
"1779746_at"	"YNR008W"
"1779747_at"	"YOR071C"
"1779751_s_at"	"YBR219C"
"1779753_at"	"YCL024W"
"1779754_at"	"YFL014W"
"1779755_at"	"YKL038W"
"1779756_at"	"YJL084C"
"1779759_at"	"YGR215W"
"1779760_at"	"YBR187W"
"1779762_at"	"YNL288W"
"1779763_at"	"YJR141W"
"1779764_at"	"YGL249W"
"1779767_at"	"YBR176W"
"1779769_at"	"YLR450W"
"1779772_at"	"YLL012W"
"1779773_at"	"YLR003C"
"1779774_at"	"YLR247C"
"1779775_at"	"YBR196C"
"1779782_at"	"YOR369C"
"1779784_at"	"YJL133C-A"
"1779786_s_at1"	"YKR059W"
"1779786_s_at2"	"YJL138C"
"1779787_at"	"YBR191W"
"1779789_at"	"YOR153W"
"1779790_at"	"YNR063W"
"1779792_at"	"YIR013C"
"1779795_at"	"YMR119W"
"1779799_at"	"YOR011W"
"1779800_at"	"YPL145C"
"1779801_at"	"YDR240C"
"1779803_x_at"	"YCR107W"
"1779804_at"	"YNL299W"
"1779805_at"	"YLR350W"
"1779806_at"	"YOR255W"
"1779807_at"	"YOR118W"
"1779808_at"	"YPL126W"
"1779809_at"	"YER179W"
"1779810_at"	"YBR044C"
"1779812_at"	"YLR438C-A"
"1779813_at"	"YNL248C"
"1779815_at"	"YGR099W"
"1779816_at"	"YOR234C"
"1779817_at"	"YPR057W"
"1779818_at"	"YLR024C"
"1779819_at"	"YNL059C"
"1779820_at"	"YHR026W"
"1779824_at"	"YPL099C"
"1779825_at"	"YNR065C"
"1779827_at"	"YMR285C"
"1779830_at"	"YBL057C"
"1779832_at"	"YGL080W"
"1779835_at"	"YBL040C"
"1779836_at"	"YGR060W"
"1779840_at"	"YLR398C"
"1779841_at"	"YJL173C"
"1779842_at"	"YOR039W"
"1779843_at"	"YER147C"
"1779844_at"	"YAR023C"
"1779845_at"	"YJL001W"
"1779848_at"	"YDR295C"
"1779850_at"	"YPR160W"
"1779853_at"	"YHR071W"
"1779854_at"	"YKL057C"
"1779856_at"	"YJL074C"
"1779857_at"	"YNL038W"
"1779858_at"	"YPL139C"
"1779859_at"	"YKL160W"
"1779860_at"	"YLR411W"
"1779861_at"	"YNL076W"
"1779864_at"	"YDR483W"
"1779865_at"	"YBR242W"
"1779866_at"	"YLR121C"
"1779871_at"	"YJL219W"
"1779873_at"	"YMR064W"
"1779874_at"	"YNL041C"
"1779877_at"	"YMR160W"
"1779881_at"	"YLR318W"
"1779888_at"	"YKR013W"
"1779890_at"	"YMR033W"
"1779892_at"	"YPR167C"
"1779897_at"	"YNR034W-A"
"1779900_at"	"YNL088W"
"1779904_at"	"YHR048W"
"1779905_at"	"YER065C"
"1779907_at"	"YML051W"
"1779908_at"	"YJL058C"
"1779910_at"	"YLR130C"
"1779911_at"	"YHR109W"
"1779912_at"	"YKL198C"
"1779914_at"	"YHL044W"
"1779917_at"	"YML036W"
"1779918_at"	"YKR096W"
"1779920_at"	"YER034W"
"1779921_at"	"YPL004C"
"1779922_at"	"YMR189W"
"1779923_at"	"YKL005C"
"1779924_at"	"YER053C-A"
"1779926_at"	"YDR104C"
"1779927_at"	"YDR049W"
"1779928_at"	"YKR054C"
"1779929_at"	"YER030W"
"1779931_at"	"YDL042C"
"1779932_at"	"YLR201C"
"1779933_at"	"YBR109C"
"1779936_at"	"YOL096C"
"1779940_at"	"YGR191W"
"1779942_at"	"YCR073W-A"
"1779944_at"	"YJL167W"
"1779946_at"	"YNL141W"
"1779947_at"	"YDR298C"
"1779950_at"	"YDR242W"
"1779952_at"	"YPL085W"
"1779955_at"	"YPL100W"
"1779959_at"	"YER119C"
"1779961_at"	"YMR015C"
"1779962_at"	"YMR139W"
"1779963_at"	"YLR287C"
"1779965_at"	"YHR143W"
"1779968_at"	"YMR253C"
"1779971_at"	"YPR164W"
"1779972_at"	"YPR149W"
"1779973_at"	"YKR091W"
"1779976_at"	"YIL120W"
"1779977_at"	"YOR216C"
"1779978_at"	"YEL071W"
"1779979_at"	"YGL255W"
"1779981_at"	"YPR168W"
"1779982_at"	"YBL092W"
"1779985_at"	"YBR093C"
"1779988_at"	"YAL009W"
"1779999_s_at"	"YHL009W-B"
"1780001_at"	"YEL042W"
"1780004_at"	"YGR061C"
"1780005_at"	"YDR075W"
"1780006_at"	"YLR047C"
"1780008_at"	"YOL087C"
"1780009_at"	"YKL173W"
"1780011_at"	"YMR262W"
"1780012_at"	"YDL001W"
"1780013_at"	"YLR284C"
"1780014_at"	"YFR049W"
"1780016_at"	"YML046W"
"1780018_at"	"YLR126C"
"1780022_at"	"YLR053C"
"1780024_at"	"YNL086W"
"1780027_at"	"YKL023W"
"1780029_at"	"YAR019C"
"1780030_at"	"YER077C"
"1780031_at"	"YMR238W"
"1780032_at"	"YDR320C"
"1780036_at"	"YEL012W"
"1780037_at"	"YGR165W"
"1780038_at"	"YKL065C"
"1780040_at"	"YCR097W"
"1780041_at"	"YPL037C"
"1780044_at"	"YIL066C"
"1780046_at"	"YBR158W"
"1780047_at"	"YPL203W"
"1780052_at"	"YJR142W"
"1780053_at"	"YMR195W"
"1780054_at"	"YFR027W"
"1780055_at"	"YGR094W"
"1780056_at"	"YBR014C"
"1780058_at"	"YJR144W"
"1780059_at"	"YMR108W"
"1780060_at"	"YDR434W"
"1780062_at"	"YIL149C"
"1780064_at"	"YHR120W"
"1780066_at"	"YBR119W"
"1780069_at"	"YKR005C"
"1780070_at"	"YBR046C"
"1780071_at"	"YFR006W"
"1780073_at"	"YPR127W"
"1780075_at"	"YGR260W"
"1780076_at"	"YMR260C"
"1780077_at"	"YBR041W"
"1780079_at"	"YEL041W"
"1780080_at"	"YBR133C"
"1780082_at"	"YMR098C"
"1780083_at"	"YDR381W"
"1780084_at"	"YDR026C"
"1780085_at"	"YER015W"
"1780088_at"	"YLR162W-A"
"1780089_at"	"YER106W"
"1780091_at"	"YPL058C"
"1780093_at"	"YML082W"
"1780095_at"	"YDL013W"
"1780097_at"	"YMR273C"
"1780099_at"	"YNL197C"
"1780101_at"	"YJL106W"
"1780102_at"	"YHR032W"
"1780103_at"	"YGL233W"
"1780104_at"	"YDR093W"
"1780105_at"	"YNL237W"
"1780106_at"	"YAL018C"
"1780107_at"	"YML094W"
"1780112_at"	"YPL161C"
"1780114_at"	"YHR206W"
"1780115_at"	"YHR099W"
"1780116_at"	"YJL136C"
"1780117_at"	"YDR523C"
"1780119_at"	"YOR116C"
"1780120_at"	"YOR031W"
"1780122_at"	"YOR067C"
"1780126_at"	"YJL053W"
"1780128_at"	"YJL180C"
"1780129_at"	"YFR031C"
"1780130_at"	"YDR435C"
"1780131_at"	"YFL041W-A"
"1780134_at"	"YDR379W"
"1780137_at"	"YDR281C"
"1780138_at"	"YOR108W"
"1780144_at"	"YMR228W"
"1780146_at"	"YPR189W"
"1780147_at"	"YGL144C"
"1780148_at"	"YPL113C"
"1780150_at"	"YPL270W"
"1780151_at"	"YGL161C"
"1780155_at"	"YIL145C"
"1780160_at"	"YMR252C"
"1780161_at"	"YIL133C"
"1780163_at"	"YIR017C"
"1780166_at"	"YNL331C"
"1780169_at"	"YER132C"
"1780174_at"	"YOR014W"
"1780177_at"	"YOL030W"
"1780178_s_at1"	"YFR031C-A"
"1780178_s_at2"	"YIL018W"
"1780180_x_at"	"YOR293W"
"1780183_at"	"YLR417W"
"1780184_at"	"YNR021W"
"1780186_at"	"YLR167W"
"1780187_at"	"YLL023C"
"1780188_at"	"YBR008C"
"1780190_at"	"YPL082C"
"1780192_at"	"YMR061W"
"1780193_at"	"YDR334W"
"1780194_at"	"YGR268C"
"1780197_at"	"YNL024C"
"1780199_at"	"YGL030W"
"1780200_at1"	"YMR143W"
"1780200_at2"	"YDL083C"
"1780201_at"	"YDR268W"
"1780206_at"	"YBR024W"
"1780207_at"	"YJL126W"
"1780209_at"	"YNL029C"
"1780210_at"	"YOR052C"
"1780211_at"	"YEL027W"
"1780213_at"	"YNL158W"
"1780215_at"	"YGR070W"
"1780217_at"	"YGR161C"
"1780220_at"	"YOL082W"
"1780221_at"	"YGR044C"
"1780224_at"	"YFR037C"
"1780226_at"	"YML029W"
"1780230_at"	"YDR254W"
"1780232_at"	"YMR111C"
"1780233_at"	"YDR225W"
"1780234_at"	"YMR154C"
"1780240_at"	"YNL312W"
"1780243_at"	"YNL238W"
"1780244_at"	"YGR173W"
"1780246_at"	"YPR028W"
"1780247_at"	"YOR229W"
"1780248_at"	"YPR192W"
"1780250_at"	"YNL084C"
